filename,drone_type,capture_id,n_boxes_total,n_boxes_drone,n_boxes_interf,detectado
all/hunter/hunter_7__seg0065.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0066.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0067.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0068.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0069.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0070.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0071.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0072.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0073.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0074.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0075.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0076.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0077.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0078.png,hunter,hunter_7,8,0,8,False
all/hunter/hunter_7__seg0079.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0080.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0081.png,hunter,hunter_7,7,0,7,False
all/hunter/hunter_7__seg0082.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0083.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0084.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0085.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0086.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0087.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0088.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0089.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0090.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0091.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0092.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0093.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0094.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0095.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0096.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0097.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0098.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0099.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0100.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0101.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0102.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0103.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0104.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0105.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0106.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0107.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0108.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0109.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0110.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0111.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0112.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0113.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0114.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0115.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0116.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0117.png,hunter,hunter_7,1,0,1,False
all/hunter/hunter_7__seg0118.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0119.png,hunter,hunter_7,7,0,7,False
all/f450/f450_1__seg0000.png,f450,f450_1,9,9,0,True
all/f450/f450_1__seg0001.png,f450,f450_1,5,5,0,True
all/f450/f450_1__seg0002.png,f450,f450_1,12,12,0,True
all/f450/f450_1__seg0003.png,f450,f450_1,7,7,0,True
all/f450/f450_1__seg0004.png,f450,f450_1,2,2,0,True
all/f450/f450_1__seg0005.png,f450,f450_1,13,13,0,True
all/f450/f450_1__seg0006.png,f450,f450_1,8,8,0,True
all/f450/f450_1__seg0007.png,f450,f450_1,12,12,0,True
all/f450/f450_1__seg0008.png,f450,f450_1,6,6,0,True
all/f450/f450_1__seg0009.png,f450,f450_1,8,7,1,True
all/f450/f450_1__seg0010.png,f450,f450_1,4,4,0,True
all/f450/f450_1__seg0011.png,f450,f450_1,8,8,0,True
all/f450/f450_1__seg0012.png,f450,f450_1,8,8,0,True
all/f450/f450_1__seg0013.png,f450,f450_1,8,7,1,True
all/f450/f450_1__seg0014.png,f450,f450_1,6,6,0,True
all/f450/f450_1__seg0015.png,f450,f450_1,5,5,0,True
all/f450/f450_1__seg0016.png,f450,f450_1,7,7,0,True
all/f450/f450_1__seg0017.png,f450,f450_1,6,6,0,True
all/f450/f450_1__seg0018.png,f450,f450_1,12,12,0,True
all/f450/f450_1__seg0019.png,f450,f450_1,8,8,0,True
all/f450/f450_1__seg0020.png,f450,f450_1,6,6,0,True
all/f450/f450_1__seg0021.png,f450,f450_1,18,18,0,True
all/f450/f450_1__seg0022.png,f450,f450_1,5,5,0,True
all/f450/f450_1__seg0023.png,f450,f450_1,7,7,0,True
all/f450/f450_1__seg0024.png,f450,f450_1,8,8,0,True
all/f450/f450_1__seg0025.png,f450,f450_1,9,8,1,True
all/f450/f450_1__seg0026.png,f450,f450_1,9,9,0,True
all/f450/f450_1__seg0027.png,f450,f450_1,7,7,0,True
all/f450/f450_1__seg0028.png,f450,f450_1,9,9,0,True
all/f450/f450_1__seg0029.png,f450,f450_1,9,9,0,True
all/f450/f450_2__seg0000.png,f450,f450_2,12,12,0,True
all/f450/f450_2__seg0001.png,f450,f450_2,5,5,0,True
all/f450/f450_2__seg0002.png,f450,f450_2,7,7,0,True
all/f450/f450_2__seg0003.png,f450,f450_2,15,15,0,True
all/f450/f450_2__seg0004.png,f450,f450_2,13,13,0,True
all/f450/f450_2__seg0005.png,f450,f450_2,11,11,0,True
all/f450/f450_2__seg0006.png,f450,f450_2,4,4,0,True
all/f450/f450_2__seg0007.png,f450,f450_2,5,4,1,True
all/f450/f450_2__seg0008.png,f450,f450_2,5,5,0,True
all/f450/f450_2__seg0009.png,f450,f450_2,6,6,0,True
all/f450/f450_2__seg0010.png,f450,f450_2,12,12,0,True
all/f450/f450_2__seg0011.png,f450,f450_2,7,6,1,True
all/f450/f450_2__seg0012.png,f450,f450_2,14,14,0,True
all/f450/f450_2__seg0013.png,f450,f450_2,9,9,0,True
all/f450/f450_2__seg0014.png,f450,f450_2,18,18,0,True
all/f450/f450_2__seg0015.png,f450,f450_2,7,7,0,True
all/f450/f450_2__seg0016.png,f450,f450_2,9,9,0,True
all/f450/f450_2__seg0017.png,f450,f450_2,11,11,0,True
all/f450/f450_2__seg0018.png,f450,f450_2,12,12,0,True
all/f450/f450_2__seg0019.png,f450,f450_2,12,12,0,True
all/f450/f450_2__seg0020.png,f450,f450_2,13,13,0,True
all/f450/f450_2__seg0021.png,f450,f450_2,9,9,0,True
all/f450/f450_2__seg0022.png,f450,f450_2,14,14,0,True
all/f450/f450_2__seg0023.png,f450,f450_2,15,15,0,True
all/f450/f450_2__seg0024.png,f450,f450_2,8,8,0,True
all/f450/f450_2__seg0025.png,f450,f450_2,7,7,0,True
all/f450/f450_2__seg0026.png,f450,f450_2,8,8,0,True
all/f450/f450_2__seg0027.png,f450,f450_2,15,15,0,True
all/f450/f450_2__seg0028.png,f450,f450_2,11,11,0,True
all/f450/f450_2__seg0029.png,f450,f450_2,8,8,0,True
all/f450/f450_3__seg0000.png,f450,f450_3,13,12,1,True
all/f450/f450_3__seg0001.png,f450,f450_3,10,10,0,True
all/f450/f450_3__seg0002.png,f450,f450_3,18,18,0,True
all/f450/f450_3__seg0003.png,f450,f450_3,10,10,0,True
all/f450/f450_3__seg0004.png,f450,f450_3,11,11,0,True
all/f450/f450_3__seg0005.png,f450,f450_3,9,9,0,True
all/f450/f450_3__seg0006.png,f450,f450_3,8,8,0,True
all/f450/f450_3__seg0007.png,f450,f450_3,12,12,0,True
all/f450/f450_3__seg0008.png,f450,f450_3,13,13,0,True
all/f450/f450_3__seg0009.png,f450,f450_3,7,7,0,True
all/f450/f450_3__seg0010.png,f450,f450_3,18,17,1,True
all/f450/f450_3__seg0011.png,f450,f450_3,17,17,0,True
all/f450/f450_3__seg0012.png,f450,f450_3,15,13,2,True
all/f450/f450_3__seg0013.png,f450,f450_3,12,12,0,True
all/f450/f450_3__seg0014.png,f450,f450_3,12,12,0,True
all/f450/f450_3__seg0015.png,f450,f450_3,9,9,0,True
all/f450/f450_3__seg0016.png,f450,f450_3,13,13,0,True
all/f450/f450_3__seg0017.png,f450,f450_3,14,14,0,True
all/f450/f450_3__seg0018.png,f450,f450_3,15,15,0,True
all/f450/f450_3__seg0019.png,f450,f450_3,14,14,0,True
all/f450/f450_3__seg0020.png,f450,f450_3,9,9,0,True
all/f450/f450_3__seg0021.png,f450,f450_3,15,14,1,True
all/f450/f450_3__seg0022.png,f450,f450_3,12,12,0,True
all/f450/f450_3__seg0023.png,f450,f450_3,9,9,0,True
all/f450/f450_3__seg0024.png,f450,f450_3,14,14,0,True
all/f450/f450_3__seg0025.png,f450,f450_3,21,21,0,True
all/f450/f450_3__seg0026.png,f450,f450_3,16,16,0,True
all/f450/f450_3__seg0027.png,f450,f450_3,8,7,1,True
all/f450/f450_3__seg0028.png,f450,f450_3,7,6,1,True
all/f450/f450_3__seg0029.png,f450,f450_3,14,14,0,True
all/f450/f450_4__seg0000.png,f450,f450_4,19,18,1,True
all/f450/f450_4__seg0001.png,f450,f450_4,12,12,0,True
all/f450/f450_4__seg0002.png,f450,f450_4,13,13,0,True
all/f450/f450_4__seg0003.png,f450,f450_4,11,10,1,True
all/f450/f450_4__seg0004.png,f450,f450_4,12,11,1,True
all/f450/f450_4__seg0005.png,f450,f450_4,13,13,0,True
all/f450/f450_4__seg0006.png,f450,f450_4,17,17,0,True
all/f450/f450_4__seg0007.png,f450,f450_4,15,15,0,True
all/f450/f450_4__seg0008.png,f450,f450_4,15,14,1,True
all/f450/f450_4__seg0009.png,f450,f450_4,14,13,1,True
all/f450/f450_4__seg0010.png,f450,f450_4,15,15,0,True
all/f450/f450_4__seg0011.png,f450,f450_4,14,14,0,True
all/f450/f450_4__seg0012.png,f450,f450_4,16,16,0,True
all/f450/f450_4__seg0013.png,f450,f450_4,8,8,0,True
all/f450/f450_4__seg0014.png,f450,f450_4,15,15,0,True
all/f450/f450_4__seg0015.png,f450,f450_4,17,13,4,True
all/f450/f450_4__seg0016.png,f450,f450_4,11,11,0,True
all/f450/f450_4__seg0017.png,f450,f450_4,8,8,0,True
all/f450/f450_4__seg0018.png,f450,f450_4,9,9,0,True
all/f450/f450_4__seg0019.png,f450,f450_4,16,15,1,True
all/f450/f450_4__seg0020.png,f450,f450_4,9,9,0,True
all/f450/f450_4__seg0021.png,f450,f450_4,11,10,1,True
all/f450/f450_4__seg0022.png,f450,f450_4,11,11,0,True
all/f450/f450_4__seg0023.png,f450,f450_4,17,17,0,True
all/f450/f450_4__seg0024.png,f450,f450_4,8,7,1,True
all/f450/f450_4__seg0025.png,f450,f450_4,12,11,1,True
all/f450/f450_4__seg0026.png,f450,f450_4,16,16,0,True
all/f450/f450_4__seg0027.png,f450,f450_4,17,16,1,True
all/f450/f450_4__seg0028.png,f450,f450_4,15,15,0,True
all/f450/f450_4__seg0029.png,f450,f450_4,17,15,2,True
all/f450/f450_5__seg0000.png,f450,f450_5,9,8,1,True
all/f450/f450_5__seg0001.png,f450,f450_5,18,18,0,True
all/f450/f450_5__seg0002.png,f450,f450_5,15,15,0,True
all/f450/f450_5__seg0003.png,f450,f450_5,15,15,0,True
all/f450/f450_5__seg0004.png,f450,f450_5,18,18,0,True
all/f450/f450_5__seg0005.png,f450,f450_5,17,17,0,True
all/f450/f450_5__seg0006.png,f450,f450_5,17,17,0,True
all/f450/f450_5__seg0007.png,f450,f450_5,19,19,0,True
all/f450/f450_5__seg0008.png,f450,f450_5,18,18,0,True
all/f450/f450_5__seg0009.png,f450,f450_5,12,12,0,True
all/f450/f450_5__seg0010.png,f450,f450_5,13,13,0,True
all/f450/f450_5__seg0011.png,f450,f450_5,13,13,0,True
all/f450/f450_5__seg0012.png,f450,f450_5,20,20,0,True
all/f450/f450_5__seg0013.png,f450,f450_5,10,10,0,True
all/f450/f450_5__seg0014.png,f450,f450_5,16,16,0,True
all/f450/f450_5__seg0015.png,f450,f450_5,12,12,0,True
all/f450/f450_5__seg0016.png,f450,f450_5,16,16,0,True
all/f450/f450_5__seg0017.png,f450,f450_5,14,14,0,True
all/f450/f450_5__seg0018.png,f450,f450_5,12,12,0,True
all/f450/f450_5__seg0019.png,f450,f450_5,11,11,0,True
all/f450/f450_5__seg0020.png,f450,f450_5,20,20,0,True
all/f450/f450_5__seg0021.png,f450,f450_5,17,17,0,True
all/f450/f450_5__seg0022.png,f450,f450_5,16,16,0,True
all/f450/f450_5__seg0023.png,f450,f450_5,17,17,0,True
all/f450/f450_5__seg0024.png,f450,f450_5,14,14,0,True
all/f450/f450_5__seg0025.png,f450,f450_5,19,19,0,True
all/f450/f450_5__seg0026.png,f450,f450_5,9,9,0,True
all/f450/f450_5__seg0027.png,f450,f450_5,15,15,0,True
all/f450/f450_5__seg0028.png,f450,f450_5,12,12,0,True
all/f450/f450_5__seg0029.png,f450,f450_5,11,11,0,True
all/f450/f450_6__seg0000.png,f450,f450_6,17,17,0,True
all/f450/f450_6__seg0001.png,f450,f450_6,14,14,0,True
all/f450/f450_6__seg0002.png,f450,f450_6,13,13,0,True
all/f450/f450_6__seg0003.png,f450,f450_6,14,14,0,True
all/f450/f450_6__seg0004.png,f450,f450_6,15,15,0,True
all/f450/f450_6__seg0005.png,f450,f450_6,12,10,2,True
all/f450/f450_6__seg0006.png,f450,f450_6,10,9,1,True
all/f450/f450_6__seg0007.png,f450,f450_6,18,17,1,True
all/f450/f450_6__seg0008.png,f450,f450_6,14,14,0,True
all/f450/f450_6__seg0009.png,f450,f450_6,14,14,0,True
all/f450/f450_6__seg0010.png,f450,f450_6,13,12,1,True
all/f450/f450_6__seg0011.png,f450,f450_6,15,15,0,True
all/f450/f450_6__seg0012.png,f450,f450_6,11,11,0,True
all/f450/f450_6__seg0013.png,f450,f450_6,14,11,3,True
all/f450/f450_6__seg0014.png,f450,f450_6,9,9,0,True
all/f450/f450_6__seg0015.png,f450,f450_6,12,12,0,True
all/f450/f450_6__seg0016.png,f450,f450_6,19,19,0,True
all/f450/f450_6__seg0017.png,f450,f450_6,14,13,1,True
all/f450/f450_6__seg0018.png,f450,f450_6,18,16,2,True
all/f450/f450_6__seg0019.png,f450,f450_6,13,12,1,True
all/f450/f450_6__seg0020.png,f450,f450_6,10,10,0,True
all/f450/f450_6__seg0021.png,f450,f450_6,14,14,0,True
all/f450/f450_6__seg0022.png,f450,f450_6,14,14,0,True
all/f450/f450_6__seg0023.png,f450,f450_6,13,13,0,True
all/f450/f450_6__seg0024.png,f450,f450_6,17,17,0,True
all/f450/f450_6__seg0025.png,f450,f450_6,12,12,0,True
all/f450/f450_6__seg0026.png,f450,f450_6,18,18,0,True
all/f450/f450_6__seg0027.png,f450,f450_6,9,9,0,True
all/f450/f450_6__seg0028.png,f450,f450_6,11,10,1,True
all/f450/f450_6__seg0029.png,f450,f450_6,11,11,0,True
all/f450/f450_7__seg0000.png,f450,f450_7,15,15,0,True
all/f450/f450_7__seg0001.png,f450,f450_7,13,13,0,True
all/f450/f450_7__seg0002.png,f450,f450_7,8,8,0,True
all/f450/f450_7__seg0003.png,f450,f450_7,6,6,0,True
all/f450/f450_7__seg0004.png,f450,f450_7,13,13,0,True
all/f450/f450_7__seg0005.png,f450,f450_7,9,8,1,True
all/f450/f450_7__seg0006.png,f450,f450_7,17,17,0,True
all/f450/f450_7__seg0007.png,f450,f450_7,12,12,0,True
all/f450/f450_7__seg0008.png,f450,f450_7,18,9,9,True
all/f450/f450_7__seg0009.png,f450,f450_7,9,9,0,True
all/f450/f450_7__seg0010.png,f450,f450_7,11,11,0,True
all/f450/f450_7__seg0011.png,f450,f450_7,8,8,0,True
all/f450/f450_7__seg0012.png,f450,f450_7,10,10,0,True
all/f450/f450_7__seg0013.png,f450,f450_7,7,7,0,True
all/f450/f450_7__seg0014.png,f450,f450_7,10,10,0,True
all/f450/f450_7__seg0015.png,f450,f450_7,13,13,0,True
all/f450/f450_7__seg0016.png,f450,f450_7,14,14,0,True
all/f450/f450_7__seg0017.png,f450,f450_7,14,14,0,True
all/f450/f450_7__seg0018.png,f450,f450_7,17,17,0,True
all/f450/f450_7__seg0019.png,f450,f450_7,14,14,0,True
all/f450/f450_7__seg0020.png,f450,f450_7,13,13,0,True
all/f450/f450_7__seg0021.png,f450,f450_7,16,16,0,True
all/f450/f450_7__seg0022.png,f450,f450_7,14,13,1,True
all/f450/f450_7__seg0023.png,f450,f450_7,9,9,0,True
all/f450/f450_7__seg0024.png,f450,f450_7,13,13,0,True
all/f450/f450_7__seg0025.png,f450,f450_7,12,12,0,True
all/f450/f450_7__seg0026.png,f450,f450_7,15,15,0,True
all/f450/f450_7__seg0027.png,f450,f450_7,19,19,0,True
all/f450/f450_7__seg0028.png,f450,f450_7,12,12,0,True
all/f450/f450_7__seg0029.png,f450,f450_7,9,9,0,True
all/f450/f450_8__seg0000.png,f450,f450_8,10,10,0,True
all/f450/f450_8__seg0001.png,f450,f450_8,6,5,1,True
all/f450/f450_8__seg0002.png,f450,f450_8,12,7,5,True
all/f450/f450_8__seg0003.png,f450,f450_8,9,4,5,True
all/f450/f450_8__seg0004.png,f450,f450_8,10,8,2,True
all/f450/f450_8__seg0005.png,f450,f450_8,4,3,1,True
all/f450/f450_8__seg0006.png,f450,f450_8,7,6,1,True
all/f450/f450_8__seg0007.png,f450,f450_8,8,7,1,True
all/f450/f450_8__seg0008.png,f450,f450_8,9,7,2,True
all/f450/f450_8__seg0009.png,f450,f450_8,12,7,5,True
all/f450/f450_8__seg0010.png,f450,f450_8,7,7,0,True
all/f450/f450_8__seg0011.png,f450,f450_8,7,7,0,True
all/f450/f450_8__seg0012.png,f450,f450_8,10,6,4,True
all/f450/f450_8__seg0013.png,f450,f450_8,11,10,1,True
all/mavic/mavic_4__seg0000.png,mavic,mavic_4,15,0,15,False
all/mavic/mavic_4__seg0001.png,mavic,mavic_4,16,0,16,False
all/mavic/mavic_4__seg0002.png,mavic,mavic_4,9,0,9,False
all/mavic/mavic_4__seg0003.png,mavic,mavic_4,12,0,12,False
all/mavic/mavic_4__seg0004.png,mavic,mavic_4,14,0,14,False
all/mavic/mavic_4__seg0005.png,mavic,mavic_4,13,0,13,False
all/mavic/mavic_4__seg0006.png,mavic,mavic_4,13,0,13,False
all/mavic/mavic_4__seg0007.png,mavic,mavic_4,16,0,16,False
all/mavic/mavic_4__seg0008.png,mavic,mavic_4,13,0,13,False
all/mavic/mavic_4__seg0009.png,mavic,mavic_4,9,0,9,False
all/mavic/mavic_5__seg0000.png,mavic,mavic_5,12,0,12,False
all/mavic/mavic_5__seg0001.png,mavic,mavic_5,19,0,19,False
all/mavic/mavic_5__seg0002.png,mavic,mavic_5,5,0,5,False
all/mavic/mavic_5__seg0003.png,mavic,mavic_5,10,0,10,False
all/mavic/mavic_5__seg0004.png,mavic,mavic_5,11,0,11,False
all/mavic/mavic_5__seg0005.png,mavic,mavic_5,5,0,5,False
all/mavic/mavic_5__seg0006.png,mavic,mavic_5,3,0,3,False
all/mavic/mavic_5__seg0007.png,mavic,mavic_5,4,0,4,False
all/mavic/mavic_5__seg0008.png,mavic,mavic_5,3,0,3,False
all/mavic/mavic_5__seg0009.png,mavic,mavic_5,7,0,7,False
all/mavic/mavic_5__seg0010.png,mavic,mavic_5,5,0,5,False
all/mavic/mavic_5__seg0011.png,mavic,mavic_5,4,0,4,False
all/mavic/mavic_5__seg0012.png,mavic,mavic_5,5,0,5,False
all/mavic/mavic_5__seg0013.png,mavic,mavic_5,3,0,3,False
all/mavic/mavic_5__seg0014.png,mavic,mavic_5,8,0,8,False
all/mavic/mavic_5__seg0015.png,mavic,mavic_5,9,0,9,False
all/mavic/mavic_5__seg0016.png,mavic,mavic_5,10,0,10,False
all/mavic/mavic_5__seg0017.png,mavic,mavic_5,6,0,6,False
all/mavic/mavic_5__seg0018.png,mavic,mavic_5,8,0,8,False
all/mavic/mavic_5__seg0019.png,mavic,mavic_5,7,0,7,False
all/mavic/mavic_5__seg0020.png,mavic,mavic_5,7,0,7,False
all/mavic/mavic_5__seg0021.png,mavic,mavic_5,7,0,7,False
all/mavic/mavic_5__seg0022.png,mavic,mavic_5,11,0,11,False
all/mavic/mavic_5__seg0023.png,mavic,mavic_5,8,0,8,False
all/mavic/mavic_5__seg0024.png,mavic,mavic_5,11,0,11,False
all/mavic/mavic_5__seg0025.png,mavic,mavic_5,10,0,10,False
all/mavic/mavic_5__seg0026.png,mavic,mavic_5,15,0,15,False
all/mavic/mavic_5__seg0027.png,mavic,mavic_5,10,0,10,False
all/mavic/mavic_5__seg0028.png,mavic,mavic_5,10,0,10,False
all/mavic/mavic_5__seg0029.png,mavic,mavic_5,12,0,12,False
all/mavic/mavic_6__seg0000.png,mavic,mavic_6,8,6,2,True
all/mavic/mavic_6__seg0001.png,mavic,mavic_6,8,7,1,True
all/mavic/mavic_6__seg0002.png,mavic,mavic_6,9,4,5,True
all/mavic/mavic_6__seg0003.png,mavic,mavic_6,6,6,0,True
all/mavic/mavic_6__seg0004.png,mavic,mavic_6,11,7,4,True
all/mavic/mavic_6__seg0005.png,mavic,mavic_6,10,4,6,True
all/mavic/mavic_6__seg0006.png,mavic,mavic_6,11,4,7,True
all/mavic/mavic_6__seg0007.png,mavic,mavic_6,10,2,8,True
all/mavic/mavic_6__seg0008.png,mavic,mavic_6,10,6,4,True
all/mavic/mavic_6__seg0009.png,mavic,mavic_6,10,4,6,True
all/mavic/mavic_6__seg0010.png,mavic,mavic_6,7,5,2,True
all/mavic/mavic_6__seg0011.png,mavic,mavic_6,8,5,3,True
all/mavic/mavic_6__seg0012.png,mavic,mavic_6,13,9,4,True
all/mavic/mavic_6__seg0013.png,mavic,mavic_6,8,3,5,True
all/mavic/mavic_6__seg0014.png,mavic,mavic_6,12,4,8,True
all/mavic/mavic_6__seg0015.png,mavic,mavic_6,7,1,6,True
all/mavic/mavic_6__seg0016.png,mavic,mavic_6,13,1,12,True
all/mavic/mavic_6__seg0017.png,mavic,mavic_6,16,14,2,True
all/mavic/mavic_6__seg0018.png,mavic,mavic_6,9,4,5,True
all/mavic/mavic_6__seg0019.png,mavic,mavic_6,5,0,5,False
all/mavic/mavic_6__seg0020.png,mavic,mavic_6,19,14,5,True
all/mavic/mavic_6__seg0021.png,mavic,mavic_6,8,5,3,True
all/mavic/mavic_6__seg0022.png,mavic,mavic_6,4,1,3,True
all/mavic/mavic_6__seg0023.png,mavic,mavic_6,13,9,4,True
all/mavic/mavic_6__seg0024.png,mavic,mavic_6,17,10,7,True
all/mavic/mavic_6__seg0025.png,mavic,mavic_6,13,10,3,True
all/mavic/mavic_6__seg0026.png,mavic,mavic_6,5,5,0,True
all/mavic/mavic_6__seg0027.png,mavic,mavic_6,12,7,5,True
all/mavic/mavic_6__seg0028.png,mavic,mavic_6,12,7,5,True
all/mavic/mavic_6__seg0029.png,mavic,mavic_6,14,4,10,True
all/mavic/mavic_6__seg0030.png,mavic,mavic_6,13,5,8,True
all/mavic/mavic_6__seg0031.png,mavic,mavic_6,10,3,7,True
all/mavic/mavic_6__seg0032.png,mavic,mavic_6,11,3,8,True
all/mavic/mavic_6__seg0033.png,mavic,mavic_6,13,8,5,True
all/mavic/mavic_6__seg0034.png,mavic,mavic_6,10,8,2,True
all/mavic/mavic_6__seg0035.png,mavic,mavic_6,3,0,3,False
all/mavic/mavic_6__seg0036.png,mavic,mavic_6,16,16,0,True
all/mavic/mavic_6__seg0037.png,mavic,mavic_6,1,1,0,True
all/mavic/mavic_6__seg0038.png,mavic,mavic_6,4,0,4,False
all/mavic/mavic_6__seg0039.png,mavic,mavic_6,22,22,0,True
all/mavic/mavic_6__seg0040.png,mavic,mavic_6,5,0,5,False
all/mavic/mavic_6__seg0041.png,mavic,mavic_6,1,1,0,True
all/mavic/mavic_6__seg0042.png,mavic,mavic_6,8,8,0,True
all/mavic/mavic_6__seg0043.png,mavic,mavic_6,10,9,1,True
all/mavic/mavic_6__seg0044.png,mavic,mavic_6,10,10,0,True
all/mavic/mavic_6__seg0045.png,mavic,mavic_6,5,5,0,True
all/mavic/mavic_6__seg0046.png,mavic,mavic_6,6,6,0,True
all/mavic/mavic_6__seg0047.png,mavic,mavic_6,6,6,0,True
all/mavic/mavic_6__seg0048.png,mavic,mavic_6,6,6,0,True
all/mavic/mavic_6__seg0049.png,mavic,mavic_6,7,6,1,True
all/mavic/mavic_6__seg0050.png,mavic,mavic_6,8,8,0,True
all/mavic/mavic_6__seg0051.png,mavic,mavic_6,12,10,2,True
all/mavic/mavic_6__seg0052.png,mavic,mavic_6,7,7,0,True
all/mavic/mavic_6__seg0053.png,mavic,mavic_6,7,6,1,True
all/mavic/mavic_6__seg0054.png,mavic,mavic_6,9,9,0,True
all/mavic/mavic_6__seg0055.png,mavic,mavic_6,6,5,1,True
all/mavic/mavic_6__seg0056.png,mavic,mavic_6,9,6,3,True
all/mavic/mavic_6__seg0057.png,mavic,mavic_6,3,3,0,True
all/mavic/mavic_6__seg0058.png,mavic,mavic_6,9,8,1,True
all/mavic/mavic_6__seg0059.png,mavic,mavic_6,8,4,4,True
all/mavic/mavic_6__seg0060.png,mavic,mavic_6,6,6,0,True
all/mavic/mavic_6__seg0061.png,mavic,mavic_6,5,3,2,True
all/mavic/mavic_6__seg0062.png,mavic,mavic_6,7,7,0,True
all/mavic/mavic_6__seg0063.png,mavic,mavic_6,8,4,4,True
all/mavic/mavic_6__seg0064.png,mavic,mavic_6,6,5,1,True
all/mavic/mavic_6__seg0065.png,mavic,mavic_6,4,2,2,True
all/mavic/mavic_6__seg0066.png,mavic,mavic_6,7,7,0,True
all/mavic/mavic_6__seg0067.png,mavic,mavic_6,7,7,0,True
all/mavic/mavic_6__seg0068.png,mavic,mavic_6,6,6,0,True
all/mavic/mavic_6__seg0069.png,mavic,mavic_6,5,5,0,True
all/mavic/mavic_6__seg0070.png,mavic,mavic_6,5,4,1,True
all/mavic/mavic_6__seg0071.png,mavic,mavic_6,4,3,1,True
all/mavic/mavic_6__seg0072.png,mavic,mavic_6,13,13,0,True
all/mavic/mavic_6__seg0073.png,mavic,mavic_6,1,1,0,True
all/mavic/mavic_6__seg0074.png,mavic,mavic_6,4,4,0,True
all/mavic/mavic_6__seg0075.png,mavic,mavic_6,1,0,1,False
all/mavic/mavic_6__seg0076.png,mavic,mavic_6,5,5,0,True
all/mavic/mavic_6__seg0077.png,mavic,mavic_6,13,13,0,True
all/mavic/mavic_6__seg0078.png,mavic,mavic_6,1,1,0,True
all/mavic/mavic_6__seg0079.png,mavic,mavic_6,5,5,0,True
all/mavic/mavic_6__seg0080.png,mavic,mavic_6,4,4,0,True
all/mavic/mavic_6__seg0081.png,mavic,mavic_6,7,7,0,True
